job_id,job_title,required_skills,years_experience,salary_usd
AI00299,Principal Data Scientist,"python, tensorflow, git, pytorch, mlops",18,178470
AI00300,Deep Learning Engineer,"aws, sql, azure",3,62936
AI00301,Machine Learning Engineer,"mathematics, r, mlops",11,159003
AI00302,Computer Vision Engineer,"r, python, azure, java",15,98694
AI00303,Data Engineer,"kubernetes, scala, data visualization",1,50471
AI00304,AI Software Engineer,"deep learning, kubernetes, sql",3,104460
AI00305,Research Scientist,"kubernetes, scala, pytorch, aws, docker",0,63711
AI00306,Data Analyst,"python, kubernetes, scala, linux",0,64384
AI00307,AI Architect,"git, python, scala, aws",5,223296
AI00308,Autonomous Systems Engineer,"hadoop, gcp, mlops, statistics",9,73372
AI00309,Machine Learning Researcher,"hadoop, python, kubernetes",3,92458
AI00310,AI Product Manager,"git, python, tensorflow, sql",2,80483
AI00311,Machine Learning Researcher,"linux, gcp, statistics, nlp, azure",2,71730
AI00312,Machine Learning Researcher,"r, git, computer vision",19,186565
AI00313,Robotics Engineer,"linux, sql, pytorch, nlp, git",9,114225
AI00314,AI Software Engineer,"sql, computer vision, linux, data visualization, git",19,160286
AI00315,Head of AI,"python, spark, tensorflow",4,60957
AI00316,Autonomous Systems Engineer,"java, mlops, tensorflow",4,90148
AI00317,Data Analyst,"nlp, sql, python",5,105723
AI00318,Data Scientist,"docker, python, mathematics",16,388754
AI00319,AI Consultant,"kubernetes, mathematics, git, pytorch",1,45129
AI00320,Data Engineer,"python, tensorflow, tableau, linux, java",2,68001
AI00321,Robotics Engineer,"spark, data visualization, sql, tensorflow, gcp",0,51736
AI00322,Data Scientist,"python, mathematics, deep learning, tensorflow, aws",8,112035
AI00323,Data Engineer,"linux, r, scala",1,55619
AI00324,AI Research Scientist,"python, tensorflow, tableau",1,56796
AI00325,Robotics Engineer,"sql, pytorch, azure",0,61808
AI00326,AI Consultant,"pytorch, sql, java, git",3,78751
AI00327,AI Architect,"scala, linux, docker, git",15,238449
AI00328,AI Research Scientist,"mathematics, pytorch, azure",0,81908
AI00329,Machine Learning Engineer,"scala, linux, python",7,79556
AI00330,NLP Engineer,"data visualization, pytorch, sql, computer vision, gcp",1,70609
AI00331,Principal Data Scientist,"deep learning, sql, data visualization, nlp, tableau",2,100354
AI00332,NLP Engineer,"kubernetes, java, computer vision",3,62606
AI00333,NLP Engineer,"tableau, linux, java, kubernetes, computer vision",1,44279
AI00334,Research Scientist,"statistics, git, data visualization",0,36995
AI00335,Principal Data Scientist,"pytorch, sql, aws, spark",15,193149
AI00336,Data Scientist,"r, kubernetes, tensorflow, data visualization",3,88722
AI00337,Data Scientist,"tensorflow, aws, git, azure",8,145098
AI00338,AI Consultant,"mathematics, git, linux",3,83381
AI00339,Autonomous Systems Engineer,"python, data visualization, azure",1,46591
AI00340,Data Scientist,"pytorch, mathematics, linux",11,99604
AI00341,AI Research Scientist,"spark, statistics, tableau, deep learning",12,262339
AI00342,Machine Learning Researcher,"kubernetes, aws, nlp, git",1,58899
AI00343,Research Scientist,"sql, tableau, pytorch, nlp, gcp",4,109939
AI00344,NLP Engineer,"scala, docker, data visualization",0,32587
AI00345,Robotics Engineer,"scala, python, gcp, aws",2,102069
AI00346,AI Specialist,"tableau, azure, aws, data visualization",12,153376
AI00347,Autonomous Systems Engineer,"sql, mathematics, linux, scala, hadoop",1,92574
AI00348,ML Ops Engineer,"docker, aws, computer vision, mlops",6,92858
AI00349,Data Scientist,"docker, git, data visualization",1,84172
AI00350,AI Consultant,"gcp, linux, r, scala",5,66601
AI00351,Data Scientist,"aws, spark, mathematics",6,99818
AI00352,Deep Learning Engineer,"gcp, java, pytorch, mathematics, computer vision",8,96240
AI00353,AI Software Engineer,"deep learning, computer vision, tableau, pytorch",2,72389
AI00354,Head of AI,"python, hadoop, azure, computer vision",8,118570
AI00355,NLP Engineer,"python, tensorflow, linux",3,56276
AI00356,AI Architect,"azure, nlp, scala",13,93369
AI00357,Data Analyst,"linux, hadoop, spark, azure",9,115634
AI00358,Machine Learning Engineer,"tableau, sql, linux",13,215782
AI00359,AI Specialist,"git, hadoop, pytorch, java",4,110858
AI00360,Autonomous Systems Engineer,"kubernetes, data visualization, computer vision, sql",1,77926
AI00361,AI Product Manager,"statistics, gcp, sql",12,115976
AI00362,Principal Data Scientist,"tensorflow, data visualization, kubernetes, linux",1,71134
AI00363,Computer Vision Engineer,"statistics, spark, data visualization, git",1,63231
AI00364,AI Consultant,"docker, scala, aws",3,96419
AI00365,Data Analyst,"kubernetes, docker, tableau, python, spark",13,221235
AI00366,AI Specialist,"sql, git, java, docker",13,213785
AI00367,AI Software Engineer,"linux, scala, pytorch, hadoop",0,59378
AI00368,AI Architect,"mlops, java, linux",1,61374
AI00369,Machine Learning Researcher,"mlops, kubernetes, python, computer vision",0,77579
AI00370,AI Research Scientist,"linux, java, data visualization, tableau",0,61122
AI00371,Machine Learning Engineer,"tensorflow, python, gcp, java",3,53318
AI00372,Data Engineer,"r, hadoop, data visualization",15,182747
AI00373,Head of AI,"git, kubernetes, hadoop, sql, docker",5,138496
AI00374,Machine Learning Engineer,"mathematics, sql, pytorch, java, mlops",8,79744
AI00375,AI Consultant,"hadoop, docker, mlops",13,133437
AI00376,AI Architect,"pytorch, mathematics, tableau",1,90174
AI00377,Data Scientist,"pytorch, scala, computer vision, kubernetes",7,87820
AI00378,Robotics Engineer,"sql, scala, aws, java, python",3,66990
AI00379,Machine Learning Engineer,"sql, linux, docker",6,122069
AI00380,Computer Vision Engineer,"statistics, hadoop, spark, gcp",1,56318
AI00381,AI Product Manager,"python, statistics, computer vision, azure",1,45830
AI00382,NLP Engineer,"computer vision, spark, sql, scala",1,70207
AI00383,AI Software Engineer,"linux, kubernetes, gcp",0,84101
AI00384,AI Product Manager,"pytorch, sql, tensorflow, kubernetes, git",1,57591
AI00385,ML Ops Engineer,"aws, hadoop, tableau, java, mathematics",1,45158
AI00386,Head of AI,"r, java, spark",12,132585
AI00387,ML Ops Engineer,"scala, pytorch, gcp, linux, mathematics",2,99055
AI00388,Head of AI,"scala, linux, statistics, git",9,212847
AI00389,AI Architect,"aws, kubernetes, tableau, computer vision, statistics",17,135102
AI00390,ML Ops Engineer,"data visualization, python, tensorflow",0,63685
AI00391,AI Consultant,"tensorflow, nlp, java, deep learning, scala",7,122593
AI00392,AI Product Manager,"data visualization, scala, statistics",4,107056
AI00393,Research Scientist,"hadoop, gcp, data visualization",0,53318
AI00394,Data Scientist,"data visualization, computer vision, tableau, gcp, java",1,90704
AI00395,Principal Data Scientist,"git, spark, mlops, nlp, python",7,125671
AI00396,Research Scientist,"mlops, linux, computer vision, git",4,62031
AI00397,Data Engineer,"sql, gcp, pytorch, tensorflow, python",17,171375
AI00398,AI Software Engineer,"hadoop, pytorch, scala, tensorflow",2,69220
AI00399,Research Scientist,"tensorflow, kubernetes, computer vision",0,80383
AI00400,Head of AI,"tableau, hadoop, azure, data visualization",6,175527
AI00401,Autonomous Systems Engineer,"java, pytorch, linux, deep learning, computer vision",14,141125
AI00402,Research Scientist,"mlops, docker, java, azure, statistics",19,305621
AI00403,Robotics Engineer,"r, sql, pytorch",11,187599
AI00404,AI Consultant,"gcp, mlops, computer vision, data visualization",1,33959
AI00405,AI Product Manager,"hadoop, tableau, mathematics, sql, aws",16,229855
